position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl
EUR/USD.SIM-MACDCross-000-837f873a-9dcf-4469-8c78-69b74ca3466d,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250424-000000-001-000-133,O-20250425-000000-001-000-134,BUY,FLAT,0,100000,2025-04-24 00:00:00+00:00,1745539200000000000,2025-04-25 00:00:00+00:00,86400000000000,1.13482,1.13507,['4.54 USD'],0.00022,20.46 USD
EUR/USD.SIM-MACDCross-000-f9f29aee-e979-4a65-b740-26f2033109bd,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250425-110000-001-000-135,O-20250427-230000-001-000-136,BUY,FLAT,0,100000,2025-04-25 11:00:00+00:00,1745794800000000000,2025-04-27 23:00:00+00:00,216000000000000,1.13533,1.13482,['4.54 USD'],-0.00045,-55.54 USD
EUR/USD.SIM-MACDCross-000-218a099b-36ec-4d45-8426-07afb7d9f468,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250428-040000-001-000-137,O-20250428-060000-001-000-138,BUY,FLAT,0,100000,2025-04-28 04:00:00+00:00,1745820000000000000,2025-04-28 06:00:00+00:00,7200000000000,1.13753,1.13353,['4.55 USD'],-0.00352,-404.55 USD
EUR/USD.SIM-MACDCross-000-755843aa-51b8-4610-9df5-d15e88fb32b4,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250428-130000-001-000-139,O-20250429-020000-001-000-140,BUY,FLAT,0,100000,2025-04-28 13:00:00+00:00,1745892000000000000,2025-04-29 02:00:00+00:00,46800000000000,1.13688,1.14025,['4.55 USD'],0.00296,332.45 USD
EUR/USD.SIM-MACDCross-000-ebcd1ff1-190e-411e-8327-ad1a4536beca,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250501-080000-001-000-141,O-20250501-150000-001-000-142,BUY,FLAT,0,100000,2025-05-01 08:00:00+00:00,1746111600000000000,2025-05-01 15:00:00+00:00,25200000000000,1.1325,1.12841,['4.53 USD'],-0.00361,-413.53 USD
EUR/USD.SIM-MACDCross-000-d40aaa8b-41c1-4d99-853f-1136821994af,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250501-210000-001-000-143,O-20250502-170000-001-000-144,BUY,FLAT,0,100000,2025-05-01 21:00:00+00:00,1746205200000000000,2025-05-02 17:00:00+00:00,72000000000000,1.12943,1.13084,['4.52 USD'],0.00125,136.48 USD
EUR/USD.SIM-MACDCross-000-0e10a506-079c-4f9b-8505-ee98641b5b00,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250505-020000-001-000-145,O-20250505-070000-001-000-146,BUY,FLAT,0,100000,2025-05-05 02:00:00+00:00,1746428400000000000,2025-05-05 07:00:00+00:00,18000000000000,1.13456,1.13173,['4.53 USD'],-0.00249,-287.53 USD
EUR/USD.SIM-MACDCross-000-a1c8948e-84be-4964-a440-4805923056db,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250505-090000-001-000-147,O-20250505-150000-001-000-148,BUY,FLAT,0,100000,2025-05-05 09:00:00+00:00,1746457200000000000,2025-05-05 15:00:00+00:00,21600000000000,1.1343,1.13173,['4.53 USD'],-0.00227,-261.53 USD
EUR/USD.SIM-MACDCross-000-e9583ace-44dd-4bf6-920a-0d5a595ee922,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250506-040000-001-000-149,O-20250506-230000-001-000-150,BUY,FLAT,0,100000,2025-05-06 04:00:00+00:00,1746572400000000000,2025-05-06 23:00:00+00:00,68400000000000,1.13289,1.1343,['4.54 USD'],0.00124,136.46 USD
EUR/USD.SIM-MACDCross-000-a14d1a3b-10bb-4d31-abf0-0016bf4bac94,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250507-060000-001-000-151,O-20250507-090000-001-000-152,BUY,FLAT,0,100000,2025-05-07 06:00:00+00:00,1746608400000000000,2025-05-07 09:00:00+00:00,10800000000000,1.13804,1.13611,['4.55 USD'],-0.0017,-197.55 USD
EUR/USD.SIM-MACDCross-000-8c383149-cecc-499d-a055-dbb2c72c364a,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250507-100000-001-000-153,O-20250507-110000-001-000-154,BUY,FLAT,0,100000,2025-05-07 10:00:00+00:00,1746615600000000000,2025-05-07 11:00:00+00:00,3600000000000,1.13675,1.13611,['4.54 USD'],-0.00056,-68.54 USD
EUR/USD.SIM-MACDCross-000-5045fc9b-1e41-4593-ae43-10d6be6a21eb,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250508-130000-001-000-155,O-20250508-140000-001-000-156,BUY,FLAT,0,100000,2025-05-08 13:00:00+00:00,1746712800000000000,2025-05-08 14:00:00+00:00,3600000000000,1.13097,1.12829,['4.52 USD'],-0.00237,-272.52 USD
EUR/USD.SIM-MACDCross-000-4159924f-cddb-4d04-97e3-7337ff942448,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250509-040000-001-000-157,O-20250512-000000-001-000-158,BUY,FLAT,0,100000,2025-05-09 04:00:00+00:00,1747008000000000000,2025-05-12 00:00:00+00:00,244800000000000,1.12322,1.1241,['4.50 USD'],0.00078,83.50 USD
EUR/USD.SIM-MACDCross-000-018fadc5-4b99-4e84-86ea-78a636fb3112,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250512-220000-001-000-159,O-20250514-060000-001-000-160,BUY,FLAT,0,100000,2025-05-12 22:00:00+00:00,1747202400000000000,2025-05-14 06:00:00+00:00,115200000000000,1.10963,1.11907,['4.46 USD'],0.00851,939.54 USD
EUR/USD.SIM-MACDCross-000-43743529-2586-4604-95c7-7716db4a96fe,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250514-070000-001-000-161,O-20250514-140000-001-000-162,BUY,FLAT,0,100000,2025-05-14 07:00:00+00:00,1747231200000000000,2025-05-14 14:00:00+00:00,25200000000000,1.12183,1.12145,['4.48 USD'],-0.00034,-42.48 USD
EUR/USD.SIM-MACDCross-000-47baab47-a14f-4daf-a73a-64d2b726aace,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250515-060000-001-000-163,O-20250515-110000-001-000-164,BUY,FLAT,0,100000,2025-05-15 06:00:00+00:00,1747306800000000000,2025-05-15 11:00:00+00:00,18000000000000,1.12309,1.11844,['4.49 USD'],-0.00414,-469.49 USD
EUR/USD.SIM-MACDCross-000-be0f6a2d-a319-41c4-9081-2879fe3a00ba,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250515-120000-001-000-165,O-20250515-130000-001-000-166,BUY,FLAT,0,100000,2025-05-15 12:00:00+00:00,1747314000000000000,2025-05-15 13:00:00+00:00,3600000000000,1.12145,1.12032,['4.48 USD'],-0.00101,-117.48 USD
EUR/USD.SIM-MACDCross-000-2bc40b27-21c1-4fd9-be27-61730ebb90b5,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250516-000000-001-000-167,O-20250516-100000-001-000-168,BUY,FLAT,0,100000,2025-05-16 00:00:00+00:00,1747389600000000000,2025-05-16 10:00:00+00:00,36000000000000,1.12082,1.1202,['4.48 USD'],-0.00055,-66.48 USD
EUR/USD.SIM-MACDCross-000-01e4635f-8c3d-4a35-a63c-2c01f4389387,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250519-000000-001-000-169,O-20250519-170000-001-000-170,BUY,FLAT,0,100000,2025-05-19 00:00:00+00:00,1747674000000000000,2025-05-19 17:00:00+00:00,61200000000000,1.12007,1.12334,['4.49 USD'],0.00292,322.51 USD
EUR/USD.SIM-MACDCross-000-81b71d82-f687-4f7b-a264-9f6caf6591a0,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250520-070000-001-000-171,O-20250520-100000-001-000-172,BUY,FLAT,0,100000,2025-05-20 07:00:00+00:00,1747735200000000000,2025-05-20 10:00:00+00:00,10800000000000,1.12816,1.12473,['4.51 USD'],-0.00304,-347.51 USD
EUR/USD.SIM-MACDCross-000-2078aafe-10ab-40a9-9045-282312857638,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250520-170000-001-000-173,O-20250521-120000-001-000-174,BUY,FLAT,0,100000,2025-05-20 17:00:00+00:00,1747828800000000000,2025-05-21 12:00:00+00:00,68400000000000,1.12765,1.13366,['4.53 USD'],0.00533,596.47 USD
EUR/USD.SIM-MACDCross-000-f9358eae-3a32-476d-bac6-0556e8f45624,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250523-000000-001-000-175,O-20250526-080000-001-000-176,BUY,FLAT,0,100000,2025-05-23 00:00:00+00:00,1748246400000000000,2025-05-26 08:00:00+00:00,288000000000000,1.13007,1.13882,['4.54 USD'],0.00774,870.46 USD
EUR/USD.SIM-MACDCross-000-dd7b4cc3-811b-4a0d-ac4d-afd9bc0558a5,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250528-000000-001-000-177,O-20250528-010000-001-000-178,BUY,FLAT,0,100000,2025-05-28 00:00:00+00:00,1748394000000000000,2025-05-28 01:00:00+00:00,3600000000000,1.13379,1.13212,['4.53 USD'],-0.00147,-171.53 USD
EUR/USD.SIM-MACDCross-000-afd3b662-092d-4278-93b6-d21ada3e8fcc,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250528-070000-001-000-179,O-20250528-150000-001-000-180,BUY,FLAT,0,100000,2025-05-28 07:00:00+00:00,1748444400000000000,2025-05-28 15:00:00+00:00,28800000000000,1.13302,1.1288,['4.53 USD'],-0.00372,-426.53 USD
EUR/USD.SIM-MACDCross-000-e8bd6e14-e2af-4830-aeee-f79c9103fc6a,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250528-220000-001-000-181,O-20250528-230000-001-000-182,BUY,FLAT,0,100000,2025-05-28 22:00:00+00:00,1748473200000000000,2025-05-28 23:00:00+00:00,3600000000000,1.12943,1.12309,['4.51 USD'],-0.00561,-638.51 USD
EUR/USD.SIM-MACDCross-000-4da516a6-081a-4162-abc4-a85af374abb2,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250529-070000-001-000-183,O-20250530-020000-001-000-184,BUY,FLAT,0,100000,2025-05-29 07:00:00+00:00,1748570400000000000,2025-05-30 02:00:00+00:00,68400000000000,1.12803,1.1352,['4.53 USD'],0.00636,712.47 USD
EUR/USD.SIM-MACDCross-000-371ada48-4488-4593-bc87-f5596502b256,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250530-180000-001-000-185,O-20250603-000000-001-000-186,BUY,FLAT,0,100000,2025-05-30 18:00:00+00:00,1748908800000000000,2025-06-03 00:00:00+00:00,280800000000000,1.13623,1.14469,['4.56 USD'],0.00745,841.44 USD
EUR/USD.SIM-MACDCross-000-ff7909de-dc84-4ab3-8e11-09830708f594,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250604-010000-001-000-187,O-20250604-030000-001-000-188,BUY,FLAT,0,100000,2025-06-04 01:00:00+00:00,1749006000000000000,2025-06-04 03:00:00+00:00,7200000000000,1.13882,1.13714,['4.55 USD'],-0.00148,-172.55 USD
EUR/USD.SIM-MACDCross-000-0f9f2e10-fba1-460f-9d71-a04c4354fc36,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250604-060000-001-000-189,O-20250605-030000-001-000-190,BUY,FLAT,0,100000,2025-06-04 06:00:00+00:00,1749092400000000000,2025-06-05 03:00:00+00:00,75600000000000,1.13804,1.14142,['4.56 USD'],0.00297,333.44 USD
EUR/USD.SIM-MACDCross-000-faf39706-35d7-4c3b-ad4d-e234ba546481,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250605-120000-001-000-191,O-20250605-210000-001-000-192,BUY,FLAT,0,100000,2025-06-05 12:00:00+00:00,1749157200000000000,2025-06-05 21:00:00+00:00,32400000000000,1.14325,1.14456,['4.58 USD'],0.00115,126.42 USD
EUR/USD.SIM-MACDCross-000-b1d0e10e-7879-4eed-9cbc-a2dcbae12cf2,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250605-220000-001-000-193,O-20250606-010000-001-000-194,BUY,FLAT,0,100000,2025-06-05 22:00:00+00:00,1749171600000000000,2025-06-06 01:00:00+00:00,10800000000000,1.14548,1.14456,['4.58 USD'],-0.0008,-96.58 USD
EUR/USD.SIM-MACDCross-000-2c225ae8-f553-445b-bc6f-0770e43ed8d6,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250609-010000-001-000-195,O-20250609-130000-001-000-196,BUY,FLAT,0,100000,2025-06-09 01:00:00+00:00,1749474000000000000,2025-06-09 13:00:00+00:00,43200000000000,1.14181,1.14025,['4.56 USD'],-0.00137,-160.56 USD
EUR/USD.SIM-MACDCross-000-953ccdbc-6080-4efb-be05-653adcca2902,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250609-150000-001-000-197,O-20250610-010000-001-000-198,BUY,FLAT,0,100000,2025-06-09 15:00:00+00:00,1749517200000000000,2025-06-10 01:00:00+00:00,36000000000000,1.14286,1.14012,['4.57 USD'],-0.0024,-278.57 USD
EUR/USD.SIM-MACDCross-000-c2411aaa-8610-4d0f-bbe1-659208d86dc7,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250610-100000-001-000-199,O-20250611-010000-001-000-200,BUY,FLAT,0,100000,2025-06-10 10:00:00+00:00,1749603600000000000,2025-06-11 01:00:00+00:00,54000000000000,1.1426,1.14116,['4.57 USD'],-0.00126,-148.57 USD
EUR/USD.SIM-MACDCross-000-75f619d7-8423-4fb1-bbec-9cd37c8118d1,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250611-090000-001-000-201,O-20250612-170000-001-000-202,BUY,FLAT,0,100000,2025-06-11 09:00:00+00:00,1749747600000000000,2025-06-12 17:00:00+00:00,115200000000000,1.14377,1.15794,['4.61 USD'],0.01239,1412.39 USD
EUR/USD.SIM-MACDCross-000-63fe206c-b6b6-4c9e-ae77-a969ad8a300d,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250613-160000-001-000-203,O-20250616-010000-001-000-204,BUY,FLAT,0,100000,2025-06-13 16:00:00+00:00,1750035600000000000,2025-06-16 01:00:00+00:00,205200000000000,1.1558,1.15354,['4.62 USD'],-0.00196,-230.62 USD
EUR/USD.SIM-MACDCross-000-1faf9a81-2241-47e3-83a7-c17a3c079234,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250616-050000-001-000-205,O-20250616-190000-001-000-206,BUY,FLAT,0,100000,2025-06-16 05:00:00+00:00,1750100400000000000,2025-06-16 19:00:00+00:00,50400000000000,1.15607,1.1558,['4.62 USD'],-0.00023,-31.62 USD
EUR/USD.SIM-MACDCross-000-ae360ee8-cbc9-4d34-b6c0-31226bd7923e,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250618-030000-001-000-207,O-20250618-190000-001-000-208,BUY,FLAT,0,100000,2025-06-18 03:00:00+00:00,1750273200000000000,2025-06-18 19:00:00+00:00,57600000000000,1.15035,1.14784,['4.60 USD'],-0.00218,-255.60 USD
EUR/USD.SIM-MACDCross-000-e57d48bb-235c-4d88-9dec-08651a5d497c,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250619-080000-001-000-209,O-20250620-120000-001-000-210,BUY,FLAT,0,100000,2025-06-19 08:00:00+00:00,1750420800000000000,2025-06-20 12:00:00+00:00,100800000000000,1.14811,1.15154,['4.60 USD'],0.00299,338.40 USD
EUR/USD.SIM-MACDCross-000-997e7406-1644-48c8-8b14-4c4b4f1b7295,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250620-170000-001-000-211,O-20250620-180000-001-000-212,BUY,FLAT,0,100000,2025-06-20 17:00:00+00:00,1750442400000000000,2025-06-20 18:00:00+00:00,3600000000000,1.15367,1.15314,['4.62 USD'],-0.00046,-57.62 USD
EUR/USD.SIM-MACDCross-000-3ba5d327-4d91-4e16-8975-257d01b84079,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250623-140000-001-000-213,O-20250624-080000-001-000-214,BUY,FLAT,0,100000,2025-06-23 14:00:00+00:00,1750752000000000000,2025-06-24 08:00:00+00:00,64800000000000,1.1534,1.15955,['4.63 USD'],0.00533,610.37 USD
EUR/USD.SIM-MACDCross-000-60b11e6a-742f-47ae-886a-4c535ec67ab9,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250625-160000-001-000-215,O-20250626-120000-001-000-216,BUY,FLAT,0,100000,2025-06-25 16:00:00+00:00,1750939200000000000,2025-06-26 12:00:00+00:00,72000000000000,1.16347,1.1711,['4.67 USD'],0.00656,758.33 USD
EUR/USD.SIM-MACDCross-000-ebf9da5c-8022-45f7-b8ea-2cea5f18cc18,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250627-110000-001-000-217,O-20250627-170000-001-000-218,BUY,FLAT,0,100000,2025-06-27 11:00:00+00:00,1751043600000000000,2025-06-27 17:00:00+00:00,21600000000000,1.17178,1.17055,['4.68 USD'],-0.00105,-127.68 USD
EUR/USD.SIM-MACDCross-000-135eefbe-dccd-435c-9231-c9fd77cacdf7,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250630-050000-001-000-219,O-20250630-090000-001-000-220,BUY,FLAT,0,100000,2025-06-30 05:00:00+00:00,1751274000000000000,2025-06-30 09:00:00+00:00,14400000000000,1.17288,1.17233,['4.69 USD'],-0.00047,-59.69 USD
EUR/USD.SIM-MACDCross-000-4dae1ff4-f8b9-43c1-b7dd-7dcdab0b00bf,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250630-150000-001-000-221,O-20250701-050000-001-000-222,BUY,FLAT,0,100000,2025-06-30 15:00:00+00:00,1751346000000000000,2025-07-01 05:00:00+00:00,50400000000000,1.17744,1.17897,['4.71 USD'],0.0013,148.29 USD
EUR/USD.SIM-MACDCross-000-730a8cc4-b27a-49de-8d86-e976bac36f1b,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250701-090000-001-000-223,O-20250701-130000-001-000-224,BUY,FLAT,0,100000,2025-07-01 09:00:00+00:00,1751374800000000000,2025-07-01 13:00:00+00:00,14400000000000,1.18175,1.18092,['4.72 USD'],-0.0007,-87.72 USD
EUR/USD.SIM-MACDCross-000-f6881383-a8cd-4a50-88d6-292a7b415df0,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250702-170000-001-000-225,O-20250703-050000-001-000-226,BUY,FLAT,0,100000,2025-07-02 17:00:00+00:00,1751518800000000000,2025-07-03 05:00:00+00:00,43200000000000,1.17994,1.17994,['4.72 USD'],0.0,-4.72 USD
EUR/USD.SIM-MACDCross-000-a2ef396b-1659-45aa-9495-7091cff90d11,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250703-060000-001-000-227,O-20250703-090000-001-000-228,BUY,FLAT,0,100000,2025-07-03 06:00:00+00:00,1751533200000000000,2025-07-03 09:00:00+00:00,10800000000000,1.18064,1.17966,['4.72 USD'],-0.00083,-102.72 USD
EUR/USD.SIM-MACDCross-000-d0b6282d-e3f9-47cc-8825-dbbc4103fc6e,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250703-230000-001-000-229,O-20250707-020000-001-000-230,BUY,FLAT,0,100000,2025-07-03 23:00:00+00:00,1751853600000000000,2025-07-07 02:00:00+00:00,270000000000000,1.17744,1.17716,['4.70 USD'],-0.00024,-32.70 USD
EUR/USD.SIM-MACDCross-000-4ed17dcc-630d-4b3b-926f-85a7a41b14b3,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250707-220000-001-000-231,O-20250708-120000-001-000-232,BUY,FLAT,0,100000,2025-07-07 22:00:00+00:00,1751976000000000000,2025-07-08 12:00:00+00:00,50400000000000,1.17398,1.17247,['4.69 USD'],-0.00129,-155.69 USD
EUR/USD.SIM-MACDCross-000-dd0e1287-52e2-442b-aa60-85d274b44d1b,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250708-200000-001-000-233,O-20250709-030000-001-000-234,BUY,FLAT,0,100000,2025-07-08 20:00:00+00:00,1752030000000000000,2025-07-09 03:00:00+00:00,25200000000000,1.17288,1.17096,['4.69 USD'],-0.00164,-196.69 USD
EUR/USD.SIM-MACDCross-000-35c5e46a-f809-46ae-9913-65273dd8df5b,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250709-060000-001-000-235,O-20250709-100000-001-000-236,BUY,FLAT,0,100000,2025-07-09 06:00:00+00:00,1752055200000000000,2025-07-09 10:00:00+00:00,14400000000000,1.17302,1.17055,['4.69 USD'],-0.00211,-251.69 USD
EUR/USD.SIM-MACDCross-000-ea3fa6b0-9f0c-46e0-8538-48c97ad62392,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250709-140000-001-000-237,O-20250710-090000-001-000-238,BUY,FLAT,0,100000,2025-07-09 14:00:00+00:00,1752138000000000000,2025-07-10 09:00:00+00:00,68400000000000,1.17192,1.17343,['4.69 USD'],0.00129,146.31 USD
EUR/USD.SIM-MACDCross-000-705b7a0e-0486-4eff-aece-5be5fc713909,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250710-230000-001-000-239,O-20250711-000000-001-000-240,BUY,FLAT,0,100000,2025-07-10 23:00:00+00:00,1752192000000000000,2025-07-11 00:00:00+00:00,3600000000000,1.17041,1.16781,['4.68 USD'],-0.00222,-264.68 USD
EUR/USD.SIM-MACDCross-000-f414627f-843c-497f-a4c9-642e57239a22,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250711-070000-001-000-241,O-20250714-020000-001-000-242,BUY,FLAT,0,100000,2025-07-11 07:00:00+00:00,1752458400000000000,2025-07-14 02:00:00+00:00,241200000000000,1.16932,1.16781,['4.68 USD'],-0.00129,-155.68 USD
EUR/USD.SIM-MACDCross-000-f3bfa5de-d4e6-4bd1-89a8-e1fd4f67831c,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250714-090000-001-000-243,O-20250714-150000-001-000-244,BUY,FLAT,0,100000,2025-07-14 09:00:00+00:00,1752505200000000000,2025-07-14 15:00:00+00:00,21600000000000,1.16945,1.16754,['4.68 USD'],-0.00163,-195.68 USD
EUR/USD.SIM-MACDCross-000-6394bcb4-5430-4db2-aa51-38f3a11b121b,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250715-010000-001-000-245,O-20250715-130000-001-000-246,BUY,FLAT,0,100000,2025-07-15 01:00:00+00:00,1752584400000000000,2025-07-15 13:00:00+00:00,43200000000000,1.16727,1.16455,['4.66 USD'],-0.00233,-276.66 USD
EUR/USD.SIM-MACDCross-000-bc356fd1-e228-4746-8d6f-d977f06a186b,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250716-020000-001-000-247,O-20250716-130000-001-000-248,BUY,FLAT,0,100000,2025-07-16 02:00:00+00:00,1752670800000000000,2025-07-16 13:00:00+00:00,39600000000000,1.16131,1.15768,['4.64 USD'],-0.00313,-367.64 USD
EUR/USD.SIM-MACDCross-000-73e4584d-e186-4f7f-ba4f-6893aa66949a,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250716-150000-001-000-249,O-20250717-050000-001-000-250,BUY,FLAT,0,100000,2025-07-16 15:00:00+00:00,1752728400000000000,2025-07-17 05:00:00+00:00,50400000000000,1.16279,1.16198,['4.65 USD'],-0.0007,-85.65 USD
EUR/USD.SIM-MACDCross-000-cb958899-c7a6-4690-9ab2-88d111f74309,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250717-190000-001-000-251,O-20250718-170000-001-000-252,BUY,FLAT,0,100000,2025-07-17 19:00:00+00:00,1752858000000000000,2025-07-18 17:00:00+00:00,79200000000000,1.16023,1.16306,['4.65 USD'],0.00244,278.35 USD
EUR/USD.SIM-MACDCross-000-330c130e-c149-4548-bd72-423b81c3e9f0,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250721-060000-001-000-253,O-20250722-000000-001-000-254,BUY,FLAT,0,100000,2025-07-21 06:00:00+00:00,1753142400000000000,2025-07-22 00:00:00+00:00,64800000000000,1.16442,1.16918,['4.67 USD'],0.00409,471.33 USD
EUR/USD.SIM-MACDCross-000-d6aa46b5-2365-4ad1-b7ee-8c475196367b,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250722-140000-001-000-255,O-20250723-000000-001-000-256,BUY,FLAT,0,100000,2025-07-22 14:00:00+00:00,1753228800000000000,2025-07-23 00:00:00+00:00,36000000000000,1.17261,1.17509,['4.70 USD'],0.00211,243.30 USD
EUR/USD.SIM-MACDCross-000-6f79ba4d-459a-4a17-ad41-9ffb6f0f0534,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250723-170000-001-000-257,O-20250724-050000-001-000-258,BUY,FLAT,0,100000,2025-07-23 17:00:00+00:00,1753333200000000000,2025-07-24 05:00:00+00:00,43200000000000,1.17633,1.17744,['4.70 USD'],0.00094,106.30 USD
EUR/USD.SIM-MACDCross-000-ce6cfb60-7bd3-4e31-ae26-2c1ba704c31a,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250725-180000-001-000-259,O-20250728-060000-001-000-260,BUY,FLAT,0,100000,2025-07-25 18:00:00+00:00,1753682400000000000,2025-07-28 06:00:00+00:00,216000000000000,1.17495,1.17261,['4.70 USD'],-0.00199,-238.70 USD
EUR/USD.SIM-MACDCross-000-d1b6a794-db0b-413a-8ce2-63db29b32b3d,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250729-010000-001-000-261,O-20250729-070000-001-000-262,BUY,FLAT,0,100000,2025-07-29 01:00:00+00:00,1753772400000000000,2025-07-29 07:00:00+00:00,21600000000000,1.15929,1.15567,['4.63 USD'],-0.00312,-366.63 USD
EUR/USD.SIM-MACDCross-000-748a1984-288c-4b83-a3ce-1634bc15be12,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250729-080000-001-000-263,O-20250729-140000-001-000-264,BUY,FLAT,0,100000,2025-07-29 08:00:00+00:00,1753797600000000000,2025-07-29 14:00:00+00:00,21600000000000,1.15727,1.1526,['4.62 USD'],-0.00404,-471.62 USD
EUR/USD.SIM-MACDCross-000-5d87a9dc-0753-4d6b-94fe-2e672b39952b,BACKTESTER-001,MACDCross-000,EUR/USD.SIM,SIM-001,O-20250729-150000-001-000-265,O-20250730-120000-001-000-266,BUY,FLAT,0,100000,2025-07-29 15:00:00+00:00,1753876800000000000,2025-07-30 12:00:00+00:00,75600000000000,1.1534,1.14732,['4.60 USD'],-0.00527,-612.60 USD
